Tarih,PM10,SO2,CO,NO2,NOX,NO,O3
04/10/2020 11:00:56,57.05118,3.755745,1213.797,14.61905,23.40012,8.781075,
04/10/2020 10:00:56,67.0723,29.58014,1290.016,18.69571,28.574773,9.87906,
04/10/2020 09:00:56,70.85267,69.78394,1470.298,24.60197,34.407159,9.805186,
04/10/2020 08:00:56,74.04356,93.97105,1460.598,29.15199,38.393475,9.241482,
04/10/2020 07:00:56,65.78243,224.0034,1654.812,48.25562,60.940911,12.68529,
04/10/2020 06:00:56,61.14268,146.3851,1602.183,32.72831,40.743353,8.015043,
04/10/2020 05:00:56,65.70377,91.99789,1316.508,24.25851,32.275926,8.017417,
04/10/2020 04:00:56,68.93546,73.15655,1246.935,23.02108,31.298781,8.277705,
04/10/2020 03:00:56,84.40752,78.95235,1350.95,23.71371,32.346392,8.632677,
04/10/2020 02:00:56,101.8015,129.838,1905.856,31.72143,41.457983,9.736551,
04/10/2020 01:00:56,99.07021,190.9871,2682.352,42.32378,53.805832,11.48205,
04/10/2020 00:00:56,81.87103,123.0705,2763.813,35.49052,47.735092,12.24457,
04/09/2020 23:00:56,60.09307,158.5897,3458.671,44.13449,58.264691,14.1302,
04/09/2020 22:00:56,45.55883,74.19517,3409.412,23.74755,36.641788,12.89424,
04/09/2020 21:00:56,41.26185,40.48394,4004.028,21.46309,35.947823,14.48473,
04/09/2020 20:00:56,36.50901,29.31282,4240.329,20.24815,36.248627,16.00048,
04/09/2020 19:00:56,31.48658,19.88013,4156.995,18.50603,34.987597,16.48157,
04/09/2020 18:00:56,26.01795,16.80424,4120.05,17.38486,33.87715,16.49228,
04/09/2020 17:00:56,23.29304,15.09714,3762.141,16.08284,31.708741,15.6259,
04/09/2020 16:00:56,20.87746,11.88993,2824.141,14.61778,28.380697,13.76291,
04/09/2020 14:00:56,27.8954,5.744669,,11.49765,21.712536,10.21488,
04/09/2020 13:00:56,30.38204,3.094199,,10.11279,19.065293,8.952499,
04/09/2020 12:00:56,31.54891,3.399605,,9.616428,17.95217,8.335742,
04/09/2020 11:00:56,28.18648,2.95665,,10.35017,18.191876,7.841705,
04/09/2020 10:00:56,33.75618,3.109206,,11.81523,20.402654,8.587421,
04/09/2020 09:00:56,38.86656,2.825234,,12.27517,20.53331,8.258136,
04/09/2020 08:00:56,37.33054,4.290241,,11.76517,19.277568,7.512396,
04/09/2020 07:00:56,36.58939,7.59193,,10.55145,17.462187,6.910732,
04/09/2020 06:00:56,39.1181,11.58371,,7.60207,13.782462,6.180391,
04/09/2020 05:00:56,43.71303,51.55122,,13.35357,19.752077,6.398511,
04/09/2020 04:00:56,43.07531,62.12747,,15.0811,21.746207,6.66511,
04/09/2020 03:00:56,42.8993,53.59332,,14.3622,21.372893,7.01069,
04/09/2020 02:00:56,45.79098,35.47467,,14.79558,22.854799,8.059222,
04/09/2020 01:00:56,45.62747,13.81724,,11.89469,19.826594,7.931906,
04/09/2020 00:00:56,50.10922,18.69371,,14.38268,23.312167,8.929489,
04/08/2020 23:00:56,49.58846,22.14836,439.0702,16.60885,26.563653,9.954799,
04/08/2020 22:00:56,46.90625,25.64985,1406.177,16.69921,27.214837,10.51563,
04/08/2020 21:00:56,50.35793,26.87181,2184.217,17.19081,29.039576,11.84877,
04/08/2020 20:00:56,51.08879,34.55488,2836.166,20.99833,34.362619,13.36429,
04/08/2020 19:00:56,49.23042,15.06715,2918.898,19.11289,33.084748,13.97186,
04/08/2020 18:00:56,47.89091,14.82336,2825.139,16.65533,30.935317,14.27998,
04/08/2020 17:00:56,37.50684,12.46721,2844.571,16.53682,31.552884,15.01606,
04/08/2020 16:00:56,30.85922,11.56659,2177.822,15.47509,28.929617,13.45453,
04/08/2020 15:00:56,30.65129,9.220807,1713.274,14.90093,27.019159,12.11823,
04/08/2020 14:00:56,26.16244,7.417691,1197.693,14.62043,26.271511,11.65108,
04/08/2020 13:00:56,30.729,3.5581,771.5641,9.903554,18.607252,8.703698,
04/08/2020 12:00:56,30.61315,4.339852,878.3885,12.8383,22.618237,9.779942,
04/08/2020 11:00:56,32.56421,3.59203,934.5711,9.030799,16.551744,7.520946,
04/08/2020 10:00:56,37.8092,11.02952,874.4215,11.87984,19.821684,7.941845,
04/08/2020 09:00:56,34.68973,6.240405,857.8442,16.00374,26.706639,10.7029,
04/08/2020 08:00:56,27.48594,4.953564,833.6653,11.35379,18.570207,7.216415,
04/08/2020 07:00:56,29.97606,4.155484,753.8687,8.972063,15.791209,6.819146,
04/08/2020 06:00:56,33.63554,8.923097,897.4774,6.223132,12.405327,6.182196,
04/08/2020 05:00:56,33.96091,14.32182,810.0187,7.70588,13.989855,6.283975,
04/08/2020 04:00:56,31.90386,12.40309,741.3887,7.348726,13.516135,6.167409,
04/08/2020 03:00:56,29.9065,15.63295,761.5976,8.042875,14.517008,6.474133,
04/08/2020 02:00:56,35.69597,16.40476,624.004,10.36601,17.402414,7.036401,
04/08/2020 01:00:56,39.62482,13.8051,706.3108,10.46726,17.722237,7.25498,
04/08/2020 00:00:56,44.90971,22.15987,692.6731,12.60276,20.497207,7.894445,
04/07/2020 23:00:56,40.83777,22.57025,650.3578,12.24419,20.017661,7.773474,
04/07/2020 22:00:56,29.75703,12.61056,764.6486,10.86008,19.218224,8.358147,
04/07/2020 21:00:56,32.9952,36.3534,907.9014,12.79752,21.463356,8.665838,
04/07/2020 20:00:56,38.08383,34.61382,958.0345,15.09877,25.055436,9.956662,
04/07/2020 19:00:56,37.27681,9.75738,943.5601,13.4032,23.306329,9.903126,
04/07/2020 18:00:56,29.81018,13.06626,788.249,14.09587,23.333555,9.237683,
04/07/2020 17:00:56,34.03586,10.16273,774.7723,14.99177,24.752887,9.761112,
04/07/2020 16:00:56,24.24436,19.90148,837.8614,16.93419,26.775687,9.841498,
04/07/2020 15:00:56,18.08525,31.0762,893.4755,20.59438,32.664294,12.06992,
04/07/2020 14:00:56,24.40602,6.321241,967.6986,12.20069,20.787218,8.586527,
04/07/2020 13:00:56,31.42259,6.656621,1052.699,11.91812,20.066673,8.14855,
04/07/2020 12:00:56,37.69918,11.11493,598.2325,14.55871,23.731253,9.172541,
04/07/2020 11:00:56,37.74069,9.420591,442.3029,14.47029,22.473866,8.003577,
04/07/2020 10:00:56,36.20366,11.66834,608.2953,14.84672,23.438899,8.592177,
04/07/2020 09:00:56,35.35275,6.562838,675.5363,13.8013,22.380269,8.578974,
04/07/2020 08:00:56,37.9976,10.18625,546.6488,10.66811,17.840459,7.172346,
04/07/2020 07:00:56,45.95239,14.28075,483.4743,10.76751,17.50733,6.73982,
04/07/2020 06:00:56,47.20741,36.64112,652.9627,12.20896,18.44505,6.236092,
04/07/2020 05:00:56,54.58946,21.79132,488.192,11.10429,17.645841,6.541554,
04/07/2020 04:00:56,53.19401,36.27632,643.1097,13.97009,20.436097,6.466011,
04/07/2020 03:00:56,50.60724,29.25699,661.364,14.25306,21.244673,6.991614,
04/07/2020 02:00:56,46.92931,24.2396,673.2338,14.47787,21.425099,6.94723,
04/07/2020 01:00:56,41.86739,18.49369,470.8401,12.62217,19.705329,7.08316,
04/07/2020 00:00:56,38.7298,22.85011,512.5532,16.14282,23.928005,7.785181,
04/06/2020 23:00:56,33.99733,13.8361,434.334,15.29751,23.720348,8.422836,
04/06/2020 22:00:56,37.52644,15.07359,399.8463,13.54552,21.120492,7.574974,
04/06/2020 21:00:56,42.75915,9.633739,465.2476,15.37522,23.92464,8.549424,
04/06/2020 20:00:56,37.08701,2.988071,345.7042,15.78266,24.229052,8.44639,
04/06/2020 19:00:56,26.46323,1.869046,,17.14197,26.768749,9.626781,
04/06/2020 18:00:56,22.32383,2.776407,300.3174,18.59337,28.402094,9.808723,
04/06/2020 17:00:56,19.53275,3.784099,263.2838,18.99681,28.792682,9.795875,
04/06/2020 16:00:56,20.90011,,,18.84431,28.746509,9.9022,
04/06/2020 15:00:56,21.42661,6.178972,,21.87318,32.863956,10.99077,
04/06/2020 14:00:56,25.56593,,,21.48842,31.623157,10.13473,
04/06/2020 13:00:56,29.40044,,,19.57152,29.098195,9.526679,
04/06/2020 12:00:56,31.55559,12.73559,174.0564,20.63908,29.944402,9.305322,
04/06/2020 11:00:56,26.03276,28.57599,,22.03041,30.73103,8.700617,
04/06/2020 10:00:56,20.45261,6.951405,,18.94606,27.945654,8.999592,
04/06/2020 09:00:56,23.15317,,,16.6144,25.2893,8.674901,
04/06/2020 08:00:56,22.37267,,,14.47927,22.720037,8.24077,
04/06/2020 07:00:56,19.63197,,,11.55385,19.316621,7.762766,
04/06/2020 06:00:56,26.24974,29.0186,,10.87863,18.441539,7.562911,
04/06/2020 05:00:56,32.29903,32.27935,,12.699,20.781021,8.082021,
04/06/2020 04:00:56,26.82943,34.2484,,12.16345,20.103545,7.940099,
04/06/2020 03:00:56,24.54758,23.03423,,10.1573,18.350655,8.193359,
04/06/2020 02:00:56,34.217,23.70258,292.5758,11.57024,20.212434,8.64219,
04/06/2020 01:00:56,43.96137,29.57273,461.7791,12.89082,22.128242,9.237424,
04/06/2020 00:00:56,39.45377,64.49029,856.2905,21.94497,31.943684,9.998714,
04/05/2020 23:00:56,27.20044,50.36683,1139.948,21.46341,31.927081,10.46367,
04/05/2020 22:00:56,29.19219,27.28064,1051.895,17.11462,27.536038,10.42141,
04/05/2020 21:00:56,34.90355,26.73912,1341.559,17.97391,29.081904,11.108,
04/05/2020 20:00:56,39.41044,25.63049,1641.826,19.49617,30.860895,11.36473,
04/05/2020 19:00:56,45.42643,30.42464,2131.659,25.71925,38.043807,12.32456,
04/05/2020 18:00:56,41.50641,33.33662,1958.864,23.36984,37.114245,13.7444,
04/05/2020 17:00:56,32.29205,44.12867,1927.801,26.93166,41.93636,15.0047,
04/05/2020 16:00:56,20.4905,35.72766,1912.204,23.44569,38.387267,14.94158,
04/05/2020 15:00:56,21.41198,40.00961,1592.132,19.98707,34.356706,14.36964,
04/05/2020 14:00:56,31.49842,30.78709,1119.934,17.44606,30.370687,12.92463,
04/05/2020 13:00:56,53.75167,36.47435,617.3259,15.73958,27.035361,11.29578,
04/05/2020 12:00:56,66.3276,75.04893,501.0303,19.76007,30.90081,11.14074,
04/05/2020 11:00:56,66.80316,93.34637,621.8203,25.59024,37.25465,11.66441,
04/05/2020 10:00:56,62.5351,66.94992,459.6707,23.9336,34.766671,10.83307,
04/05/2020 09:00:56,54.94294,113.3291,849.6175,35.57066,50.573977,15.00332,
04/05/2020 08:00:56,56.55964,80.20007,718.4072,28.61476,40.249241,11.63448,
04/05/2020 07:00:56,57.5777,59.28977,437.0839,23.545,33.587376,10.04237,
04/05/2020 06:00:56,63.81872,79.60976,576.3771,24.31513,33.636161,9.321029,
04/05/2020 05:00:56,80.66534,83.04614,708.2394,25.42043,35.465863,10.04543,
04/05/2020 04:00:56,78.29773,112.1278,1055.238,33.8087,44.605755,10.79706,
04/05/2020 03:00:56,70.27213,119.2026,1256.459,33.15059,46.432344,13.28176,
04/05/2020 02:00:56,69.39871,99.09073,1292.25,31.48217,43.512803,12.03063,
04/05/2020 01:00:56,69.47352,111.3304,1583.093,36.21288,49.84682,13.63394,
04/05/2020 00:00:56,69.61049,70.91907,1503.571,32.47029,44.459054,11.98877,
04/04/2020 23:00:56,70.03993,94.1218,1808.96,37.90868,52.760685,14.85201,
04/04/2020 22:00:56,73.76183,95.9289,2279.058,39.11438,54.015892,14.90152,
04/04/2020 21:00:56,70.77872,83.71693,2517.343,35.85372,52.277508,16.42379,
04/04/2020 20:00:56,66.11149,81.47413,2646.937,34.75533,51.262392,16.50706,
04/04/2020 19:00:56,66.56663,67.22437,2750.557,31.53848,49.000195,17.46171,
04/04/2020 18:00:56,65.84226,84.03009,2755.683,31.60749,49.148411,17.54092,
04/04/2020 17:00:56,67.27598,88.14554,2237.447,29.56895,44.701632,15.13268,
04/04/2020 16:00:56,63.59581,89.08785,2060.365,29.81412,45.026584,15.21246,
04/04/2020 15:00:56,50.8652,100.0511,1505.233,31.84747,46.234051,14.38658,
04/04/2020 14:00:56,54.0108,107.8701,924.8591,30.24349,43.242753,12.99926,
04/04/2020 13:00:56,55.00466,125.6258,641.4574,28.63849,42.889201,14.25071,
04/04/2020 12:00:56,56.52404,127.8733,491.4879,29.78474,41.949718,12.16498,
04/04/2020 11:00:56,60.6096,121.8125,478.6339,33.40554,47.589733,14.18419,
04/04/2020 10:00:56,66.26865,85.13854,449.1171,33.71415,47.633356,13.91921,
04/04/2020 09:00:56,72.09994,92.58353,380.8563,35.84275,50.574236,14.73148,
04/04/2020 08:00:56,80.72802,120.9111,587.4482,42.53355,58.059108,15.52556,
04/04/2020 07:00:56,83.01191,165.7612,907.749,43.57858,60.961727,17.38315,
04/04/2020 06:00:56,92.61879,154.145,721.9386,36.98155,49.55286,12.57131,
04/04/2020 05:00:56,106.8699,143.5742,497.4711,35.82338,47.707151,11.88377,
04/04/2020 04:00:56,111.2285,173.5641,788.9918,45.35072,58.620746,13.27003,
04/04/2020 03:00:56,137.194,79.76788,586.1188,41.95303,51.656804,9.703771,
04/04/2020 02:00:56,139.5942,261.1562,1592.363,54.65828,76.364607,21.70633,
04/04/2020 01:00:56,124.1522,335.9753,2031.445,60.2508,85.607573,25.35677,
04/04/2020 00:00:56,113.1216,257.5343,1800.51,60.60538,81.48369,20.87831,
04/03/2020 23:00:56,112.9761,119.2153,1313.224,57.2225,74.342802,17.1203,
04/03/2020 22:00:56,102.9316,234.1561,2154.56,57.43183,71.604349,14.17252,
04/03/2020 21:00:56,71.80965,286.2827,2615.245,55.59484,72.706045,17.1112,
04/03/2020 20:00:56,38.36975,247.4954,2265.961,48.49205,63.494803,15.00275,
04/03/2020 19:00:56,30.13087,41.25443,1229.614,18.55309,28.963792,10.4107,
04/03/2020 18:00:56,42.53549,47.08931,725.6608,16.17411,26.515517,10.3414,
04/03/2020 17:00:56,55.34492,58.15585,414.4826,21.07003,32.68197,11.61194,
04/03/2020 16:00:56,46.62244,77.56062,167.6805,20.15037,30.481868,10.33149,
04/03/2020 15:00:56,31.08728,93.24717,351.0133,22.57654,32.896505,10.31997,
04/03/2020 14:00:56,33.30448,100.1146,351.6884,21.07103,30.340187,9.269161,
04/03/2020 13:00:56,37.69305,79.98054,246.7658,18.46226,27.757072,9.294811,
04/03/2020 12:00:56,35.64059,68.07122,225.7043,17.39427,26.905091,9.510821,
04/03/2020 11:00:56,31.65909,72.91251,421.216,16.93043,27.243917,10.31349,
04/03/2020 10:00:56,36.16402,71.45737,479.825,17.67131,27.244328,9.573018,
04/03/2020 09:00:56,31.29778,54.6462,565.5226,18.25801,26.976583,8.718572,
04/03/2020 08:00:56,22.11785,75.48945,362.949,17.08961,24.127927,7.038318,
04/03/2020 07:00:56,24.22967,60.7497,286.1381,14.0588,20.73438,6.675581,
04/03/2020 06:00:56,22.84834,72.1503,413.3804,13.73796,19.945879,6.207915,
04/03/2020 05:00:56,27.80207,68.07254,417.7422,14.82903,21.280913,6.451886,
04/03/2020 04:00:56,23.75573,60.92026,360.5524,13.5743,19.94697,6.372672,
04/03/2020 03:00:56,19.31812,30.36528,353.1358,10.78309,17.241585,6.458499,
04/03/2020 02:00:56,30.92211,36.77861,407.7601,14.73828,21.885555,7.14728,
04/03/2020 01:00:56,39.65799,34.98159,235.4621,14.4269,21.429724,7.00282,
04/03/2020 00:00:56,46.23443,62.34061,449.6119,29.5266,38.395452,8.868854,
04/02/2020 23:00:56,53.06458,41.26851,436.4333,24.56686,31.90941,7.34255,
04/02/2020 22:00:56,55.61486,75.54131,326.1885,23.36426,31.346574,7.982315,
04/02/2020 21:00:56,39.61896,131.882,597.4429,36.65808,46.214757,9.55668,
04/02/2020 20:00:56,22.92295,99.94537,359.8456,28.2498,37.449991,9.200195,
04/02/2020 19:00:56,20.31178,58.0993,302.5123,18.82872,27.764155,8.935435,
04/02/2020 18:00:56,25.61503,35.14516,314.9367,15.00153,24.227669,9.226141,
04/02/2020 17:00:56,35.7031,40.22066,398.705,16.47247,25.812221,9.339751,
04/02/2020 16:00:56,33.4038,51.3201,396.9617,17.52791,26.534208,9.0063,
04/02/2020 15:00:56,36.85974,44.57534,470.5018,19.35942,28.163197,8.803772,
04/02/2020 14:00:56,59.27533,39.57446,396.321,17.89338,26.378883,8.485506,
04/02/2020 13:00:56,67.6716,77.61433,829.5217,33.3164,47.876985,14.56058,
04/02/2020 12:00:56,70.96136,39.27045,426.7221,32.01972,43.03664,11.01692,
04/02/2020 11:00:56,75.71336,61.18369,677.1125,30.05874,43.954793,13.89605,
04/02/2020 10:00:56,74.70611,109.4701,893.4586,39.35578,59.948317,20.59254,
04/02/2020 09:00:56,70.09514,87.46425,687.6953,32.62519,50.867468,18.24228,
04/02/2020 08:00:56,72.8502,81.24059,514.4166,23.23144,33.673278,10.44184,
04/02/2020 07:00:56,82.26723,71.26254,338.6906,22.38822,30.579644,8.191424,
04/02/2020 06:00:56,85.42842,88.86607,552.5514,30.56412,41.294045,10.72993,
04/02/2020 05:00:56,92.03268,98.6428,516.3694,30.60449,38.780445,8.175955,
04/02/2020 04:00:56,89.25187,119.8065,563.6623,31.54302,41.22259,9.67957,
04/02/2020 03:00:56,86.84589,220.4003,913.3244,35.8731,49.94489,14.07179,
04/02/2020 02:00:56,86.47266,189.3239,842.2952,35.30749,50.283,14.97551,
04/02/2020 01:00:56,75.1459,174.9576,749.757,31.75681,43.445397,11.68859,
04/02/2020 00:00:56,61.87778,118.1616,674.0588,29.84656,39.004461,9.157902,
04/01/2020 23:00:56,57.05475,103.9617,678.3633,29.60687,39.31239,9.705516,
04/01/2020 22:00:56,54.91469,62.05506,430.321,24.82921,33.541824,8.712616,
04/01/2020 21:00:56,50.8724,28.58469,361.4484,22.04017,31.650655,9.610488,
04/01/2020 20:00:56,42.34198,22.35684,308.3653,21.8234,31.321197,9.497796,
04/01/2020 19:00:56,39.59095,24.05039,323.5275,23.69633,35.268016,11.57169,
04/01/2020 18:00:56,41.6389,24.75381,293.9176,24.71208,37.499812,12.78773,
04/01/2020 17:00:56,43.60509,26.23427,364.5097,23.56425,36.165993,12.60175,
04/01/2020 16:00:56,38.9382,23.16729,431.5687,20.81629,32.09069,11.2744,
04/01/2020 15:00:56,34.92161,25.71988,392.1926,21.47748,33.902369,12.42489,
04/01/2020 14:00:56,34.04928,30.84342,403.9636,20.1629,31.569256,11.40635,
04/01/2020 13:00:56,25.83968,29.8212,403.2742,20.79482,33.300027,12.5052,
04/01/2020 12:00:56,27.81266,24.66515,391.4989,17.4781,28.649683,11.17159,
04/01/2020 11:00:56,29.59508,19.80286,469.5387,16.16063,25.335541,9.174906,
04/01/2020 10:00:56,18.51846,15.28196,519.3489,14.83746,23.77779,8.940333,
04/01/2020 09:00:56,16.99207,15.28082,403.1427,16.09254,25.496844,9.4043,
04/01/2020 08:00:56,23.1509,15.90093,295.4565,13.21655,20.81605,7.599505,
04/01/2020 07:00:56,25.45013,15.77686,280.7142,12.24396,19.646217,7.402257,
04/01/2020 06:00:56,23.06087,16.03371,307.2086,8.916311,15.347856,6.431545,
04/01/2020 05:00:56,31.81469,16.17032,334.1692,8.95094,15.412578,6.461638,
04/01/2020 04:00:56,37.42189,17.1831,248.0006,9.652847,15.927484,6.274636,
04/01/2020 03:00:56,41.40882,17.47406,308.8238,9.695476,15.928605,6.23313,
04/01/2020 02:00:56,53.29165,20.53408,,12.24932,19.470178,7.220861,
04/01/2020 01:00:56,58.22088,19.58914,243.1903,12.06635,19.009864,6.943511,
04/01/2020 00:00:56,62.92031,21.68788,,13.39478,20.610244,7.21546,
03/31/2020 23:00:56,68.30434,24.432,,15.48472,23.70399,8.21927,
03/31/2020 22:00:56,77.36742,25.30709,,15.8037,23.649355,7.845654,
03/31/2020 21:00:56,80.51759,26.46041,,19.53661,29.196054,9.659443,
03/31/2020 20:00:56,80.80952,27.9541,685.3763,20.86532,31.290877,10.42556,
03/31/2020 19:00:56,86.03452,28.36196,1220.805,22.0553,33.440322,11.38502,
03/31/2020 18:00:56,86.68262,28.99914,1672.89,21.60398,34.569837,12.96586,
03/31/2020 17:00:56,88.24976,29.94035,1725.624,20.45327,33.5068,13.05353,
03/31/2020 16:00:56,74.73431,32.60211,1631.797,18.51715,31.517713,13.00057,
03/31/2020 15:00:56,60.616,31.23862,1023.351,19.44309,32.5925,13.14941,
03/31/2020 14:00:56,65.02792,25.96223,560.7831,21.4964,33.270484,11.77408,
03/31/2020 13:00:56,65.05865,25.47388,425.1386,17.8556,27.868581,10.01298,
03/31/2020 12:00:56,71.38029,23.49096,372.4152,13.83722,21.549131,7.711915,
03/31/2020 11:00:56,88.59396,113.4804,555.4102,19.59431,28.788793,9.194478,
03/31/2020 10:00:56,112.4161,141.9926,583.0101,22.38811,32.261831,9.873716,
03/31/2020 09:00:56,131.503,131.2391,765.6991,31.20129,43.265924,12.06464,
03/31/2020 08:00:56,134.9507,306.9247,1842.125,61.62861,103.952679,42.32407,
03/31/2020 07:00:56,133.2244,223.423,1363.712,43.36624,62.771835,19.40559,
03/31/2020 06:00:56,141.6119,288.3917,1898.361,45.57472,59.686137,14.11141,
03/31/2020 05:00:56,154.7303,267.5088,1436.527,48.21049,60.502846,12.29236,
03/31/2020 04:00:56,160.6201,331.132,1650.826,53.45318,67.497586,14.04441,
03/31/2020 03:00:56,158.5948,235.9189,1567.673,55.86911,77.176517,21.3074,
03/31/2020 02:00:56,142.0262,221.1605,1464.957,62.39025,96.365742,33.97549,
03/31/2020 01:00:56,129.7289,217.5951,1145.453,58.50359,78.914968,20.41138,
03/31/2020 00:00:56,134.8532,217.1318,787.6678,52.80089,70.190031,17.38914,
03/30/2020 23:00:56,143.8348,256.1649,1194.306,42.4602,54.974319,12.51412,
03/30/2020 22:00:56,140.9132,249.3729,1781.84,43.95888,55.483591,11.52471,
03/30/2020 21:00:56,114.1403,253.3639,2949.997,56.34898,71.061499,14.71252,
03/30/2020 20:00:56,81.29063,274.6531,2979.039,52.7704,68.822342,16.05194,
03/30/2020 19:00:56,65.92529,92.99406,2181.916,26.75038,39.864252,13.11387,
03/30/2020 18:00:56,63.21527,49.70959,1744.653,17.54495,29.503255,11.9583,
03/30/2020 17:00:56,68.4324,44.45536,965.7571,17.64428,29.172649,11.52837,
03/30/2020 16:00:56,67.0664,62.56531,347.6079,16.88497,26.707559,9.822585,
03/30/2020 15:00:56,68.97095,61.9809,380.8628,15.27559,23.373401,8.097809,
03/30/2020 14:00:56,83.54274,89.51186,697.7271,18.88489,28.069466,9.184574,
03/30/2020 13:00:56,103.4553,55.78324,806.2976,13.41128,20.675148,7.263869,
03/30/2020 12:00:56,121.7473,72.89132,861.5492,25.60881,36.192496,10.58369,
03/30/2020 11:00:56,123.1205,118.3305,1147.882,38.21698,56.337448,18.12047,
03/30/2020 10:00:56,109.9289,179.7987,1444.873,39.25322,63.856651,24.60343,
03/30/2020 09:00:56,102.1627,159.0367,1241.316,33.36266,58.822758,25.46009,
03/30/2020 08:00:56,90.00531,181.771,1561.223,30.76207,67.220655,36.45858,
03/30/2020 07:00:56,92.60129,92.03672,1042.619,28.31239,44.029706,15.71731,
03/30/2020 06:00:56,118.4187,53.17073,1029.854,20.21816,30.005173,9.787016,
03/30/2020 05:00:56,135.3142,98.44353,1387.089,26.31392,36.215671,9.901753,
03/30/2020 04:00:56,127.0317,172.0838,1586.265,34.23256,48.050083,13.81752,
03/30/2020 03:00:56,120.9687,213.1248,1943.743,37.84669,54.226139,16.37945,
03/30/2020 02:00:56,122.4732,128.9967,1326.579,35.64585,45.735566,10.08971,
03/30/2020 01:00:56,122.9664,257.3633,1706.902,41.13677,55.264255,14.12749,
03/30/2020 00:00:56,131.6629,142.1183,1526.565,36.06487,44.431606,8.366734,
03/29/2020 23:00:56,123.2298,231.1774,1738.88,38.29532,48.626681,10.33136,
03/29/2020 22:00:56,98.02361,225.3003,1592.455,38.84151,49.409758,10.56825,
03/29/2020 21:00:56,81.24736,153.3928,1481.421,34.42162,44.074882,9.653258,
03/29/2020 20:00:56,69.88281,27.50699,984.7279,20.25519,28.136385,7.881197,
03/29/2020 19:00:56,64.94226,19.05993,1011.352,16.77083,25.133348,8.362522,
03/29/2020 18:00:56,69.47255,16.76672,1009.452,15.37618,23.905032,8.528854,
03/29/2020 17:00:56,66.2316,13.99943,1048.69,14.16758,22.585516,8.417933,
03/29/2020 16:00:56,44.66413,20.83456,1045.011,14.29231,22.557148,8.264834,
03/29/2020 15:00:56,35.13081,20.38433,988.4441,13.56995,21.802911,8.232961,
03/29/2020 14:00:56,48.30045,20.99817,1097.484,13.30921,21.021327,7.712114,
03/29/2020 13:00:56,65.94423,32.10527,1038.777,11.9178,19.723838,7.806043,
03/29/2020 12:00:56,82.36696,66.95705,1204.467,21.15302,30.929965,9.77694,
03/29/2020 11:00:56,94.69964,27.20531,982.059,13.97466,21.795262,7.820597,
03/29/2020 10:00:56,94.52514,37.47316,1106.068,15.35564,23.787699,8.432058,
03/29/2020 09:00:56,94.77108,70.76433,1313.717,22.71857,31.617638,8.899065,
03/29/2020 08:00:56,107.3434,96.3145,1214.997,23.09883,31.89771,8.798877,
03/29/2020 07:00:56,110.432,165.7799,1576.424,29.8831,38.812893,8.929789,
03/29/2020 06:00:56,112.0643,123.7621,1135.761,21.97789,29.441518,7.463628,
03/29/2020 05:00:56,127.8998,72.54614,1033.761,18.69453,25.270967,6.576433,
03/29/2020 04:00:56,121.4229,69.56303,1160.455,18.66068,25.195348,6.534666,
03/29/2020 03:00:56,105.1913,112.7562,1290.044,26.29847,33.251798,6.953324,
03/29/2020 02:00:56,109.7725,63.07135,1096.464,15.58745,22.327263,6.739812,
03/29/2020 01:00:56,117.1783,51.11007,1198.452,12.21379,18.976725,6.762931,
03/29/2020 00:00:56,98.50028,48.9513,1114.975,14.04168,21.010624,6.968944,
03/28/2020 23:00:56,70.65506,55.37128,1224.467,15.83075,22.852836,7.022082,
03/28/2020 22:00:56,62.96612,70.92174,1326.578,20.98043,28.743498,7.76307,
03/28/2020 21:00:56,54.51979,69.28835,1532.873,32.18917,42.820091,10.63092,
03/28/2020 20:00:56,42.54124,54.81746,1439.092,25.81048,35.116493,9.306017,
03/28/2020 19:00:56,45.60592,41.59742,1324.722,23.93081,32.912791,8.981982,
03/28/2020 18:00:56,47.37334,45.59452,1240.601,21.71045,32.421779,10.71133,
03/28/2020 17:00:56,49.06276,45.96813,1288.449,18.20931,27.781612,9.572306,
03/28/2020 16:00:56,40.38076,46.10214,1257.388,18.49488,28.303834,9.808957,
03/28/2020 15:00:56,41.84697,34.04242,1086.47,16.61213,26.809124,10.197,
03/28/2020 14:00:56,55.89716,51.03107,1375.409,18.83854,29.346496,10.50795,
03/28/2020 13:00:56,65.23646,59.99125,1360.718,20.81345,31.338234,10.52478,
03/28/2020 12:00:56,87.19857,63.99839,1236.531,19.97349,30.146261,10.17277,
03/28/2020 11:00:56,105.9135,71.63604,1325.244,20.39098,31.005229,10.61425,
03/28/2020 10:00:56,113.7028,62.87924,1390.012,21.305,32.559464,11.25446,
03/28/2020 09:00:56,126.5915,65.85858,1408.611,20.93365,30.230686,9.297031,
03/28/2020 08:00:56,130.9358,68.83251,1354.313,20.64194,29.27389,8.631951,
03/28/2020 07:00:56,116.5381,71.5606,1154.034,18.86904,26.152183,7.283145,
03/28/2020 06:00:56,108.3336,82.04956,1185.804,18.33782,24.734876,6.397058,
03/28/2020 05:00:56,109.1371,78.08357,1195.814,18.6983,25.360149,6.661853,
03/28/2020 04:00:56,92.50539,62.28815,1160.619,17.34337,23.886135,6.542765,
03/28/2020 03:00:56,78.18354,50.99887,1330.617,16.03542,22.413282,6.377866,
03/28/2020 02:00:56,81.86935,61.90358,1270.061,19.21307,26.664279,7.451208,
