Tarih,PM10,SO2,CO,NO2,NOX,NO,O3
01/14/2020 19:00:56,144.4264,220.7904,999.4254,62.24025,88.483259,26.24301,
01/14/2020 18:00:56,115.8399,265.4426,1108.281,67.16936,106.572983,39.40362,
01/14/2020 17:00:56,99.60622,125.1966,383.1206,54.42646,71.82267,17.39621,
01/14/2020 16:00:56,98.66213,71.95953,285.3169,39.68214,51.032119,11.34998,
01/14/2020 15:00:56,104.5466,100.4654,117.9275,41.04908,55.536176,14.4871,
01/14/2020 14:00:56,126.1231,97.30962,100.6234,40.04116,52.225286,12.18412,
01/14/2020 13:00:56,156.2899,104.7072,373.152,46.11837,62.599298,16.48092,
01/14/2020 12:00:56,188.2567,167.3915,692.7178,58.69194,112.778038,54.0861,
01/14/2020 11:00:56,189.144,98.60345,450.4622,54.15967,126.233521,72.07385,
01/14/2020 10:00:56,161.3053,133.2226,1439.844,58.47746,180.469757,121.9923,
01/14/2020 09:00:56,136.0661,246.8175,1625.356,53.59407,144.026562,90.43249,
01/14/2020 08:00:56,115.2353,184.5218,1547.373,47.64167,120.450123,72.80845,
01/14/2020 07:00:56,127.5751,123.0288,1010.541,39.42248,56.543839,17.12136,
01/14/2020 06:00:56,151.2578,224.4733,568.7998,44.38922,61.140226,16.75101,
01/14/2020 05:00:56,160.4438,329.0292,1427.105,48.51947,79.826349,31.30688,
01/14/2020 04:00:56,157.0463,259.2464,1415.757,47.94315,75.734192,27.79104,
01/14/2020 03:00:56,140.7211,207.1231,1368.526,49.28875,79.157011,29.86826,
01/14/2020 02:00:56,106.535,224.9021,1582.021,51.90075,88.677917,36.77716,
01/14/2020 01:00:56,88.49416,178.2223,895.9411,47.92652,61.190505,13.26398,
01/14/2020 00:00:56,95.01635,129.6646,839.4031,42.12779,48.807044,6.679252,
01/13/2020 23:00:56,92.63818,159.0639,811.8146,43.07894,53.679314,10.60038,
01/13/2020 22:00:56,102.1508,141.9238,636.6161,39.83838,48.439731,8.601348,
01/13/2020 21:00:56,109.9442,170.5716,900.2003,46.77913,59.09052,12.31139,
01/13/2020 20:00:56,98.07666,176.9559,946.4532,50.32482,63.473988,13.14917,
01/13/2020 19:00:56,68.66949,250.3891,1121.567,58.63443,81.489172,22.85475,
01/13/2020 18:00:56,51.86316,,373.0085,40.74379,54.180825,13.43704,
01/13/2020 17:00:56,55.03348,,191.4725,31.62127,42.080467,10.4592,
01/13/2020 16:00:56,60.05215,,472.4909,24.75132,32.812298,8.060974,
01/13/2020 15:00:56,61.93291,93.27162,392.7158,30.00986,39.833698,9.823835,
01/13/2020 14:00:56,66.81458,91.36471,250.2216,26.70569,37.112764,10.40707,
01/13/2020 13:00:56,79.3391,27.62989,248.4388,23.9949,32.49512,8.500216,
01/13/2020 12:00:56,103.0568,102.3315,349.1839,29.21422,39.882473,10.66825,
01/13/2020 11:00:56,117.2611,196.3782,729.2017,41.11766,56.646419,15.52876,
01/13/2020 10:00:56,107.4725,429.0458,1775.5,59.72921,120.780544,61.05134,
01/13/2020 09:00:56,94.59956,374.5871,1699.213,62.60928,135.164112,72.55483,
01/13/2020 08:00:56,91.76292,294.373,1025.764,48.65133,72.183542,23.53222,
01/13/2020 07:00:56,82.79344,286.3156,841.7289,51.64723,75.897854,24.25063,
01/13/2020 06:00:56,82.85999,282.8773,754.3302,41.73525,53.511209,11.77596,
01/13/2020 05:00:56,88.17634,298.8773,810.4517,42.82621,52.858096,10.03188,
01/13/2020 04:00:56,94.06696,240.7049,974.0851,40.9595,46.609477,5.649977,
01/13/2020 03:00:56,97.01256,286.908,1070.386,47.62683,57.90555,10.27872,
01/13/2020 02:00:56,97.3452,285.0413,882.9766,46.38211,57.790076,11.40796,
01/13/2020 01:00:56,105.1157,255.7974,1060.009,46.03738,57.511988,11.4746,
01/13/2020 00:00:56,112.578,223.8996,1089.504,46.98077,59.149417,12.16865,
01/12/2020 23:00:56,110.8925,212.2049,1431.097,54.10173,69.134821,15.03309,
01/12/2020 22:00:56,100.4431,243.0709,1411.234,54.71542,67.680218,12.9648,
01/12/2020 21:00:56,80.93896,233.5596,1323.418,59.96219,77.374754,17.41257,
01/12/2020 20:00:56,64.48441,188.7313,1392.869,54.83472,68.385358,13.55063,
01/12/2020 19:00:56,63.00999,49.62249,905.3802,53.3054,68.987391,15.68199,
01/12/2020 18:00:56,74.02858,4.040746,570.1564,38.16072,48.159348,9.998627,
01/12/2020 17:00:56,81.36771,66.11323,786.3046,42.57451,51.989526,9.415013,
01/12/2020 16:00:56,74.35839,85.81337,1101.383,49.06934,63.063868,13.99452,
01/12/2020 15:00:56,73.15695,68.16402,807.3501,43.01712,54.461496,11.44438,
01/12/2020 14:00:56,92.37636,110.6588,735.0577,39.35427,49.420573,10.06631,
01/12/2020 13:00:56,108.1014,216.7895,1014.741,50.85259,66.173088,15.3205,
01/12/2020 12:00:56,103.7692,166.4546,1060.705,53.53996,69.072697,15.53273,
01/12/2020 11:00:56,105.1932,128.0336,774.8805,49.85994,63.47492,13.61498,
01/12/2020 10:00:56,111.4547,104.1259,994.4717,49.37639,62.378086,13.0017,
01/12/2020 09:00:56,129.7806,86.77149,619.3052,42.6165,51.047686,8.431181,
01/12/2020 08:00:56,152.0452,240.5832,1355.766,50.44792,70.69364,20.24572,
01/12/2020 07:00:56,151.2112,262.265,1130.725,47.68906,74.369635,26.68058,
01/12/2020 06:00:56,132.2919,500.879,1676.257,50.09729,89.714592,39.61731,
01/12/2020 05:00:56,117.8105,160.0459,1024.701,41.74775,59.934231,18.18648,
01/12/2020 04:00:56,117.9805,65.23538,339.584,43.05891,57.485972,14.42706,
01/12/2020 03:00:56,115.4075,53.05606,447.1828,45.84163,62.01214,16.17052,
01/12/2020 02:00:56,124.8393,97.11032,230.2809,52.40607,75.312231,22.90616,
01/12/2020 01:00:56,148.3233,23.06942,256.1735,49.39701,63.490343,14.09333,
01/12/2020 00:00:56,169.8,66.10934,706.5433,53.47991,88.449593,34.96968,
01/11/2020 23:00:56,185.7232,195.7355,795.3361,57.05416,75.446857,18.3927,
01/11/2020 22:00:56,188.9838,469.9024,1274.985,63.29272,93.443974,30.15125,
01/11/2020 21:00:56,176.5215,518.2404,1644.653,73.37709,117.305851,43.92876,
01/11/2020 20:00:56,165.786,615.804,1792.771,77.72461,116.920788,39.19618,
01/11/2020 19:00:56,127.9139,497.8264,1698.511,80.58569,125.676918,45.09122,
01/11/2020 18:00:56,86.47568,289.6978,992.1435,69.1531,97.773352,28.62025,
01/11/2020 17:00:56,70.37062,158.9481,182.2347,47.39171,58.09281,10.7011,
01/11/2020 16:00:56,60.00632,28.96366,50.24435,34.56773,43.411091,8.843361,
01/11/2020 15:00:56,69.17061,2.879976,56.93378,15.34686,18.003929,2.657069,
01/11/2020 14:00:56,108.8134,14.54906,39.2316,23.77921,29.197732,5.418523,
01/11/2020 13:00:56,171.4743,40.13422,25.85825,29.17648,36.128319,6.951838,
01/11/2020 12:00:56,193.66,341.8854,968.3869,66.86833,117.58028,50.71195,
01/11/2020 11:00:56,156.7518,461.7296,1428.192,73.4778,165.37114,91.89334,
01/11/2020 10:00:56,135.2898,157.9737,449.3476,51.39462,122.723846,71.32923,
01/11/2020 09:00:56,115.0029,276.5642,1597.984,49.93944,126.542076,76.60264,
01/11/2020 08:00:56,106.4115,55.3643,272.8988,38.99424,73.726261,34.73202,
01/11/2020 07:00:56,104.2621,117.4603,826.5179,39.13127,70.589939,31.45867,
01/11/2020 06:00:56,111.1484,42.22481,450.6659,35.62141,51.017089,15.39568,
01/11/2020 05:00:56,121.7793,19.40288,379.6403,36.243,47.203953,10.96096,
01/11/2020 04:00:56,115.1317,64.88396,618.2964,39.7322,66.517925,26.78572,
01/11/2020 03:00:56,116.102,72.3323,747.8549,42.67781,62.931919,20.25411,
01/11/2020 02:00:56,135.1032,154.8073,964.6937,49.58841,80.49119,30.90278,
01/11/2020 01:00:56,162.2447,141.7303,471.2617,53.82298,87.238411,33.41543,
01/11/2020 00:00:56,180.0526,388.0745,1484.422,60.04335,102.355358,42.312,
01/10/2020 23:00:56,190.1926,560.8493,1702.533,62.47686,96.679123,34.20227,
01/10/2020 22:00:56,184.3871,595.8116,2213.852,66.53776,110.610451,44.07269,
01/10/2020 21:00:56,152.9824,533.2075,2633.042,77.10254,159.210014,82.10748,
01/10/2020 20:00:56,128.0294,441.6009,1247.453,62.62686,93.031118,30.40426,
01/10/2020 19:00:56,109.1988,416.1097,1213.079,59.04408,80.524948,21.48087,
01/10/2020 18:00:56,86.56322,252.9632,1004.239,58.96246,84.991148,26.02868,
01/10/2020 17:00:56,80.22276,86.093,487.2072,41.01019,55.891101,14.88091,
01/10/2020 16:00:56,77.55378,45.92299,255.6618,33.98069,46.231315,12.25062,
01/10/2020 15:00:56,91.19571,11.41443,212.1715,28.73448,39.991019,11.25654,
01/10/2020 14:00:56,121.8778,77.50597,281.3888,34.69292,46.026987,11.33407,
01/10/2020 13:00:56,146.7841,219.4154,629.4938,49.63265,69.732986,20.10033,
01/10/2020 12:00:56,172.8516,242.3799,894.0369,58.43507,88.383097,29.94803,
01/10/2020 11:00:56,192.7375,364.7658,1312.33,63.61383,103.896351,40.28252,
01/10/2020 10:00:56,173.511,634.713,2161.863,70.82859,157.165581,86.33699,
01/10/2020 09:00:56,127.5601,679.8519,2422.957,72.66838,181.640221,108.9718,
01/10/2020 08:00:56,107.1918,482.4683,1110.885,58.66404,113.876858,55.21282,
01/10/2020 07:00:56,106.1887,439.6462,1014.646,54.31012,87.324654,33.01453,
01/10/2020 06:00:56,107.3882,440.253,1255.976,50.19745,83.183544,32.9861,
01/10/2020 05:00:56,111.1667,395.3831,916.4029,49.1905,68.865532,19.67503,
01/10/2020 04:00:56,117.3963,495.532,1618.878,48.61333,66.632442,18.01912,
01/10/2020 03:00:56,120.109,455.0961,1746.245,46.44815,61.619187,15.17103,
01/10/2020 02:00:56,135.4787,461.4977,1957.132,48.68602,68.97843,20.29241,
01/10/2020 01:00:56,145.0887,475.2296,2082.259,51.81549,70.147417,18.33193,
01/10/2020 00:00:56,135.5478,480.7272,2429.678,64.13332,94.997541,30.86422,
01/09/2020 23:00:56,114.5465,552.873,2450.995,63.11617,96.378223,33.26206,
01/09/2020 22:00:56,83.73035,517.2678,2529.561,62.67801,90.514511,27.83651,
01/09/2020 21:00:56,60.46282,104.1625,1389.705,46.56862,59.492954,12.92434,
01/09/2020 20:00:56,56.18974,59.96866,1324.234,43.51487,55.89078,12.37591,
01/09/2020 19:00:56,42.85765,66.32423,1491.811,53.3604,76.134527,22.77412,
01/09/2020 18:00:56,32.94513,32.09397,1226.502,33.13333,45.525916,12.39259,
01/09/2020 17:00:56,32.00952,33.87304,901.566,23.44175,30.727404,7.285653,
01/09/2020 16:00:56,24.94922,18.25097,799.0009,18.52338,23.815947,5.292571,
01/09/2020 15:00:56,18.52942,27.35036,828.7031,17.32834,22.583608,5.255264,
01/09/2020 14:00:56,20.73912,78.90855,832.799,20.74085,28.955992,8.215141,
01/09/2020 13:00:56,18.94141,65.84072,860.854,17.33192,23.759942,6.428025,
01/09/2020 12:00:56,24.21862,139.7352,865.6763,27.1872,37.742011,10.55481,
01/09/2020 11:00:56,34.38485,57.41946,821.7953,19.74616,25.32867,5.582513,
01/09/2020 10:00:56,32.50679,43.26645,1111.921,27.24443,34.080369,6.835938,
01/09/2020 09:00:56,27.57199,44.24868,1350.628,40.93204,57.968121,17.03608,
01/09/2020 08:00:56,19.03687,43.27176,1025.002,39.34486,53.133092,13.78823,
01/09/2020 07:00:56,13.48993,17.5449,958.1558,18.86472,20.934062,2.069345,
01/09/2020 06:00:56,21.54795,4.288619,929.9225,9.787344,11.074707,1.287363,
01/09/2020 05:00:56,28.42254,3.156894,933.9661,8.070043,8.984693,0.91465,
01/09/2020 04:00:56,26.41595,3.101001,719.6754,7.544738,8.525799,0.981062,
01/09/2020 03:00:56,22.6517,3.156904,910.6392,8.482186,9.657457,1.175271,
01/09/2020 02:00:56,29.56018,7.30022,955.82,10.81816,13.08845,2.27029,
01/09/2020 01:00:56,30.08109,13.91431,939.3818,13.01817,15.336551,2.31838,
01/09/2020 00:00:56,23.93283,21.75014,947.2078,17.20351,21.197284,3.993774,
01/08/2020 23:00:56,24.9578,20.08806,1039.847,18.13194,21.784814,3.652873,
01/08/2020 22:00:56,31.18264,21.51373,952.0746,18.33051,22.306976,3.976465,
01/08/2020 21:00:56,28.23671,32.18258,989.5126,21.89807,26.422771,4.524703,
01/08/2020 20:00:56,22.34054,16.94883,1190.368,22.43944,29.567012,7.127576,
01/08/2020 19:00:56,29.82311,18.74003,903.5458,26.24649,36.395352,10.14886,
01/08/2020 18:00:56,31.44037,19.86425,1483.849,35.9857,55.967072,19.98137,
01/08/2020 17:00:56,29.37248,16.54521,1352.7,27.28749,40.836522,13.54903,
01/08/2020 16:00:56,28.52306,15.72749,1187.406,26.43401,40.331577,13.89757,
01/08/2020 15:00:56,24.08961,28.67456,1276.383,30.41299,44.321526,13.90854,
01/08/2020 14:00:56,23.65992,22.30274,1268.318,25.51654,39.025812,13.50927,
01/08/2020 13:00:56,24.33434,15.0303,1321.084,24.33867,37.181292,12.84262,
01/08/2020 12:00:56,20.562,12.4036,948.1115,21.95016,32.599346,10.64919,
01/08/2020 11:00:56,16.71706,15.0275,941.7662,20.04023,29.538151,9.497919,
01/08/2020 10:00:56,18.05026,16.53646,1001.188,23.8282,34.80819,10.97999,
01/08/2020 09:00:56,14.75754,6.42477,861.3488,20.30806,30.804535,10.49647,
01/08/2020 08:00:56,8.881049,11.19332,712.6672,16.64439,23.220554,6.576168,
01/08/2020 07:00:56,14.30984,24.20827,809.1971,13.38236,17.247768,3.865408,
01/08/2020 06:00:56,18.92864,20.89105,818.1307,9.091072,10.544939,1.453867,
01/08/2020 05:00:56,23.49735,42.42138,844.3611,12.41596,13.818867,1.402903,
01/08/2020 04:00:56,25.80223,12.43547,543.0983,6.992301,7.925982,0.933682,
01/08/2020 03:00:56,17.92488,18.25444,891.0223,9.133853,10.553369,1.419516,
01/08/2020 02:00:56,15.37735,22.11576,838.1821,10.56594,12.662956,2.097012,
01/08/2020 01:00:56,21.20421,40.2494,851.8635,14.1196,16.152986,2.033387,
01/08/2020 00:00:56,20.67956,30.02584,638.1476,15.88973,19.243413,3.353682,
01/07/2020 23:00:56,17.86548,31.74733,853.4952,16.48965,20.109251,3.619602,
01/07/2020 22:00:56,19.60996,37.39108,853.3792,15.95719,19.272749,3.315561,
01/07/2020 21:00:56,21.23046,26.16483,905.9341,16.83992,21.069562,4.229639,
01/07/2020 20:00:56,21.97973,14.63397,1034.141,16.66503,21.287412,4.622379,
01/07/2020 19:00:56,22.1724,12.33424,978.3825,18.46231,25.228209,6.765902,
01/07/2020 18:00:56,27.44695,18.25376,1012.822,19.96791,28.787279,8.819365,
01/07/2020 17:00:56,26.69872,13.83738,878.4081,17.30627,25.771749,8.465483,
01/07/2020 16:00:56,25.52418,22.21569,800.1761,17.86087,25.7035,7.842633,
01/07/2020 15:00:56,25.63188,60.38968,847.3429,21.78945,30.903877,9.114428,
01/07/2020 14:00:56,27.80719,72.86385,910.2111,22.71073,31.830493,9.11976,
01/07/2020 13:00:56,27.86646,61.10538,858.6218,20.00844,28.515485,8.507045,
01/07/2020 12:00:56,28.03668,64.17565,970.8438,20.89694,28.734425,7.837486,
01/07/2020 11:00:56,22.81761,59.22136,1079.257,20.06563,28.187671,8.122037,
01/07/2020 10:00:56,11.48332,64.67345,859.6451,18.45025,25.502047,7.051796,
01/07/2020 09:00:56,6.510978,24.98779,1270.922,17.88821,25.488938,7.600729,
01/07/2020 08:00:56,6.363603,10.35716,932.966,13.41501,18.125321,4.710311,
01/07/2020 07:00:56,7.036463,24.10091,982.6667,12.33055,15.411794,3.081239,
01/07/2020 06:00:56,11.53934,,860.9046,6.444325,7.422787,0.978462,
01/07/2020 05:00:56,20.75907,19.55531,776.8293,8.93523,10.184639,1.249409,
01/07/2020 04:00:56,19.53511,25.59973,1035.825,10.21937,11.630735,1.41137,
01/07/2020 03:00:56,12.13102,24.16203,1096.778,11.17479,12.942182,1.767391,
01/07/2020 02:00:56,16.42505,23.49643,1003.522,11.41894,13.683755,2.264814,
01/07/2020 01:00:56,18.14404,32.19166,1125.718,15.05961,17.55733,2.497717,
01/07/2020 00:00:56,19.31755,56.96365,1164.07,19.16789,22.864577,3.696689,
01/06/2020 23:00:56,21.5132,54.43242,974.0235,19.19224,24.04825,4.856009,
01/06/2020 22:00:56,21.90529,69.33447,999.0594,18.93152,22.915583,3.984061,
01/06/2020 21:00:56,20.74489,52.86108,1051.525,18.62934,22.490921,3.86158,
01/06/2020 20:00:56,21.49524,38.80643,1218.53,21.24926,25.290929,4.041669,
01/06/2020 19:00:56,12.76525,38.87663,1354.462,29.9402,38.045469,8.105268,
01/06/2020 18:00:56,11.10648,17.92897,1135.753,32.20254,44.761653,12.55912,
01/06/2020 17:00:56,18.78366,17.23263,1137.815,25.60164,32.405696,6.804056,
01/06/2020 16:00:56,19.86279,17.8171,1230.506,26.93941,34.414647,7.475232,
01/06/2020 15:00:56,13.84502,25.87689,1149.878,26.78254,36.419653,9.637114,
01/06/2020 14:00:56,16.57391,22.80669,1139.64,24.47629,32.290709,7.814419,
01/06/2020 13:00:56,17.72633,6.098057,1065.874,20.49487,26.077175,5.582304,
01/06/2020 12:00:56,12.60233,1.514347,1049.148,15.76795,20.144933,4.376984,
01/06/2020 11:00:56,13.5148,3.923512,879.1312,15.4118,18.506925,3.095128,
01/06/2020 10:00:56,16.63636,8.695949,852.5757,18.68025,23.34269,4.662436,
01/06/2020 09:00:56,23.89401,47.18337,1000.908,25.07273,32.278425,7.205692,
01/06/2020 08:00:56,26.39555,46.40493,892.993,21.96414,27.940295,5.976157,
01/06/2020 07:00:56,32.99368,14.00667,832.7442,13.10205,14.827724,1.725675,
01/06/2020 06:00:56,45.91468,60.13557,783.2836,16.45114,17.930301,1.479162,
01/06/2020 05:00:56,50.98384,231.5519,813.9969,35.47959,41.501078,6.021487,
01/06/2020 04:00:56,43.14811,360.2852,991.6462,48.93278,58.846624,9.913843,
01/06/2020 03:00:56,38.91192,234.873,784.543,37.77233,43.819119,6.046792,
01/06/2020 02:00:56,49.29934,83.65997,717.9803,18.70187,20.080473,1.378605,
01/06/2020 01:00:56,55.01934,168.0919,609.2255,28.43001,31.567257,3.137245,
01/06/2020 00:00:56,60.04052,201.5075,706.9937,40.29671,47.8864,7.589689,
01/05/2020 23:00:56,80.21356,80.54537,687.202,33.16277,37.366954,4.204185,
01/05/2020 22:00:56,82.86513,149.5932,691.3121,44.24958,52.519146,8.269569,
01/05/2020 21:00:56,73.92474,263.0577,1256.35,56.80308,74.522856,17.71977,
01/05/2020 20:00:56,68.91982,121.9179,857.4421,43.43719,51.704957,8.267762,
01/05/2020 19:00:56,61.94128,121.4235,1038.234,50.44983,64.494151,14.04432,
01/05/2020 18:00:56,72.204,81.83176,877.4448,36.522,45.706017,9.184018,
01/05/2020 17:00:56,81.8091,82.19783,853.7123,32.13196,35.729677,3.597715,
01/05/2020 16:00:56,81.35905,134.1706,609.0661,33.72694,39.344631,5.617687,
01/05/2020 15:00:56,81.96881,102.2748,1085.833,35.84769,45.387392,9.539701,
01/05/2020 14:00:56,85.07516,170.3013,1176.588,42.93159,60.177271,17.24568,
01/05/2020 13:00:56,81.57624,151.8214,900.6326,37.23012,47.755253,10.52514,
01/05/2020 12:00:56,81.66418,225.895,766.152,41.51896,60.060205,18.54125,
01/05/2020 11:00:56,84.67696,125.9659,1098.285,38.5384,52.569823,14.03142,
01/05/2020 10:00:56,97.33183,108.9816,1054.044,39.50623,60.630604,21.12437,
01/05/2020 09:00:56,102.4532,182.6627,1095.946,44.38857,60.237317,15.84875,
01/05/2020 08:00:56,89.83502,496.8261,1831.591,55.73897,80.371708,24.63274,
01/05/2020 07:00:56,79.96459,388.7809,1371.184,45.08139,58.756529,13.67514,
01/05/2020 06:00:56,89.55676,160.2323,921.8552,33.1717,36.772383,3.600684,
01/05/2020 05:00:56,92.55913,303.6984,1591.582,47.66318,63.954802,16.29162,
01/05/2020 04:00:56,75.77861,141.8076,540.931,45.03155,49.064813,4.033261,
01/05/2020 03:00:56,69.39825,37.41258,207.247,38.44714,43.303068,4.855928,
01/05/2020 02:00:56,82.65391,42.72257,370.2713,41.95931,50.510362,8.551053,
01/05/2020 01:00:56,98.14145,59.35722,375.8445,42.91299,53.813073,10.90008,
01/05/2020 00:00:56,104.3666,42.74851,487.3483,45.9819,65.416639,19.43474,
01/04/2020 23:00:56,118.5185,68.82475,407.462,44.59174,50.036255,5.444516,
01/04/2020 22:00:56,123.7378,277.1611,707.9542,54.96259,68.09399,13.1314,
01/04/2020 21:00:56,112.9309,535.5379,1520.997,64.73669,85.399685,20.663,
01/04/2020 20:00:56,100.086,574.1981,1097.897,60.74323,80.246771,19.50355,
01/04/2020 19:00:56,77.96334,399.1168,980.2469,53.51186,68.252596,14.74074,
01/04/2020 18:00:56,53.51435,304.7837,942.395,53.37173,67.709401,14.33767,
01/04/2020 17:00:56,58.00232,17.12568,286.6175,31.79955,41.216919,9.417374,
01/04/2020 16:00:56,75.63525,17.06646,250.1707,24.92264,32.154022,7.231382,
01/04/2020 15:00:56,78.24236,90.96658,527.2224,32.45016,40.804937,8.354776,
01/04/2020 14:00:56,80.10149,299.7865,539.3826,51.75284,69.154272,17.40143,
01/04/2020 13:00:56,83.37399,205.22,536.4009,47.16186,62.449481,15.28762,
01/04/2020 12:00:56,102.0409,160.5101,185.7014,38.18971,50.412024,12.22232,
01/04/2020 11:00:56,133.897,168.6762,589.2841,40.35414,54.236555,13.88242,
01/04/2020 10:00:56,122.4879,353.7484,1344.408,58.68238,105.011013,46.32864,
01/04/2020 09:00:56,74.51431,398.1634,1869.953,62.1305,135.097641,72.96714,
01/04/2020 08:00:56,69.21002,212.719,792.731,48.0141,66.653084,18.63898,
01/04/2020 07:00:56,75.58333,224.0756,668.3773,40.37913,48.328592,7.949464,
01/04/2020 06:00:56,88.6308,236.106,699.677,40.55264,45.420581,4.867946,
01/04/2020 05:00:56,99.15697,322.4025,930.1714,44.42537,51.954876,7.52951,
01/04/2020 04:00:56,100.6658,346.2377,1437.438,43.81518,51.952414,8.137232,
01/04/2020 03:00:56,101.1052,338.9197,1669.564,46.48798,54.921776,8.433796,
01/04/2020 02:00:56,92.24856,373.9124,1676.481,55.64177,66.803162,11.16139,
01/04/2020 01:00:56,83.78482,271.006,1566.26,48.61541,58.745893,10.13048,
01/04/2020 00:00:56,73.1918,215.1518,1250.365,42.49221,52.838748,10.34654,
01/03/2020 23:00:56,58.76845,282.1493,1611.75,51.01836,65.177222,14.15886,
01/03/2020 22:00:56,59.51308,129.1664,1328.561,43.15984,50.971849,7.812006,
01/03/2020 21:00:56,48.08717,141.8249,1315.704,47.78577,58.038133,10.25237,
01/03/2020 20:00:56,32.81546,50.08525,1127.934,40.81424,50.324457,9.510214,
01/03/2020 19:00:56,27.28889,30.41238,916.1194,35.77929,46.827017,11.04773,
01/03/2020 18:00:56,25.31784,21.05007,860.1313,36.64819,50.781049,14.13286,
01/03/2020 17:00:56,23.88348,11.20378,777.4656,23.56671,31.842945,8.276232,
01/03/2020 16:00:56,22.34536,4.655956,795.8738,17.82271,23.713834,5.89112,
01/03/2020 15:00:56,24.33083,6.80454,656.2903,18.47586,26.44518,7.969319,
01/03/2020 14:00:56,27.47405,10.97365,554.1168,15.6594,21.185897,5.5265,
01/03/2020 13:00:56,27.34455,18.14533,521.7744,20.32984,29.193139,8.863299,
01/03/2020 12:00:56,33.08207,16.65229,571.39,17.28289,23.308651,6.025757,
01/03/2020 11:00:56,36.94778,25.51518,622.4519,21.3366,30.544178,9.207581,
01/03/2020 10:00:56,32.15085,28.94846,781.4068,25.53596,36.530021,10.99406,
01/03/2020 09:00:56,28.51336,37.01548,1093.681,38.18754,56.668053,18.48051,
01/03/2020 08:00:56,25.81316,18.52293,701.9453,21.96298,28.837831,6.874852,
01/03/2020 07:00:56,30.03271,26.52423,827.5257,16.18076,18.561979,2.381217,
01/03/2020 06:00:56,28.24111,29.59924,690.0461,13.50835,15.012749,1.504402,
01/03/2020 05:00:56,38.11128,64.64739,810.939,20.34861,23.52052,3.171912,
01/03/2020 04:00:56,45.78484,96.8407,738.5409,22.25318,23.824798,1.571617,
01/03/2020 03:00:56,40.66834,182.6625,950.4169,27.84498,31.79593,3.950954,
01/03/2020 02:00:56,34.73838,174.9872,715.3881,36.49817,42.502716,6.004551,
01/03/2020 01:00:56,27.15791,110.5726,692.7427,27.34155,32.22765,4.886097,
01/03/2020 00:00:56,26.3038,54.40623,744.6302,24.53035,29.44379,4.913445,
01/02/2020 23:00:56,25.93567,78.12862,740.5249,29.11104,34.481855,5.370813,
01/02/2020 22:00:56,29.60987,36.80853,588.989,19.61542,23.428834,3.813411,
01/02/2020 21:00:56,34.06982,36.3602,361.1756,19.99338,23.488715,3.495334,
01/02/2020 20:00:56,28.17077,45.29888,487.6938,23.90098,28.639962,4.738984,
01/02/2020 19:00:56,23.90194,40.50076,779.223,23.60435,29.987517,6.38317,
01/02/2020 18:00:56,21.31359,38.30141,758.7117,19.42294,24.123358,4.70042,
01/02/2020 17:00:56,23.22687,22.1526,563.5234,15.38469,19.661419,4.276726,
01/02/2020 16:00:56,25.76717,13.59049,546.7201,13.3382,17.402028,4.063831,
01/02/2020 15:00:56,20.81762,25.98619,574.9131,14.38183,18.310606,3.928777,
01/02/2020 14:00:56,19.7124,38.89034,518.3636,16.55709,21.877,5.319913,
01/02/2020 13:00:56,24.75719,36.16573,611.4653,16.17389,22.43481,6.260917,
01/02/2020 12:00:56,42.6157,37.56668,655.2758,16.49661,21.628491,5.131884,
01/02/2020 11:00:56,54.48104,35.39699,652.825,18.97532,24.472299,5.496974,
01/02/2020 10:00:56,47.05667,112.1872,463.2118,33.41943,41.507294,8.087864,
01/02/2020 09:00:56,33.88013,151.8032,859.0817,40.60427,51.493612,10.88934,
01/02/2020 08:00:56,20.87831,70.24539,580.3472,29.66348,35.412194,5.748711,
01/02/2020 07:00:56,19.462,46.17439,573.7913,12.72951,15.283046,2.553532,
01/02/2020 06:00:56,20.00247,59.24928,525.9395,10.3324,12.302731,1.97033,
01/02/2020 05:00:56,29.44194,34.93406,730.6355,8.821813,9.829632,1.007819,
01/02/2020 04:00:56,28.55019,56.84451,646.3438,11.18722,12.795042,1.60782,
01/02/2020 03:00:56,22.0384,46.26355,509.9234,13.59198,15.416831,1.824854,
01/02/2020 02:00:56,23.69885,59.3962,719.1783,13.79851,15.836599,2.038085,
01/02/2020 01:00:56,24.18719,16.96736,605.519,10.63555,12.96877,2.333217,
01/02/2020 00:00:56,25.65736,,541.444,12.18442,14.804824,2.620409,
01/01/2020 23:00:56,28.61123,,658.9255,12.90818,15.038973,2.130797,
01/01/2020 22:00:56,26.91681,4.102368,954.619,15.77047,18.066544,2.296072,
01/01/2020 21:00:56,,,,19.83171,23.266415,3.43471,
01/01/2020 20:00:56,33.93358,25.21525,,17.1287,19.573353,2.444655,
01/01/2020 19:00:56,31.06046,37.6822,,22.96764,28.660317,5.692677,
01/01/2020 18:00:56,34.3966,37.08104,,20.12128,22.845855,2.724575,
01/01/2020 17:00:56,40.42423,27.39313,,21.61823,28.223352,6.605119,
01/01/2020 16:00:56,40.46613,30.23937,,25.56384,35.096038,9.532199,
01/01/2020 15:00:56,39.16992,33.65051,,21.88335,27.720832,5.837478,
01/01/2020 14:00:56,53.8234,37.26574,,25.13247,35.98975,10.85728,
01/01/2020 13:00:56,68.59718,63.74046,,27.86214,40.053611,12.19147,
01/01/2020 12:00:56,93.17882,117.9551,,26.31315,38.344812,12.03166,
